Clearing Fee,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,Exch\. Fee Rate,WEX Connect Rate,Total Charge,modifiedDate,modifiedUser,modifiedSide,modifiedExecQty,modifiedSecurity,modifiedRoot,modifiedExpiry,modifiedStrike,modifiedCallPut,modifiedAveragePrice,modifiedPortfolio,modifiedCommissionType,modifiedCommissionRate,modifiedTotalCharge,removed
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0.49,0,$0.5400,13/8/2021,dsmanik,b,1,ipof,ipof,20/8/2021,10,c,0.02,vivaldi,per unit,0.05,0.54,undefined
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,19/11/2021,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0.49,0,$0.5400,13/8/2021,dsmanik,s,1,ipof,ipof,19/11/2021,10,c,0.2,vivaldi,per unit,0.05,0.54,undefined
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.02,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,13/8/2021,dsmanik,b,1,ipof,ipof,20/8/2021,10,c,0.02,vivaldi,per unit,0.05,0.05,undefined
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,19/11/2021,$10.00,C,$0.20,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,13/8/2021,dsmanik,s,1,ipof,ipof,19/11/2021,10,c,0.2,vivaldi,per unit,0.05,0.05,undefined
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,4,IPOF,IPOF,20/08/2021,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.2000,13/8/2021,dsmanik,b,4,ipof,ipof,20/8/2021,10,c,0.03,vivaldi,per unit,0.05,0.2,undefined
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,SLO,4,IPOF,IPOF,19/11/2021,$10.00,C,$0.21,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.2000,13/8/2021,dsmanik,s,4,ipof,ipof,19/11/2021,10,c,0.21,vivaldi,per unit,0.05,0.2,undefined
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,4,IPOF,IPOF,20/08/2021,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.2000,13/8/2021,dsmanik,b,4,ipof,ipof,20/8/2021,10,c,0.03,vivaldi,per unit,0.05,0.2,undefined
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,SLO,4,IPOF,IPOF,19/11/2021,$10.00,C,$0.21,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.2000,13/8/2021,dsmanik,s,4,ipof,ipof,19/11/2021,10,c,0.21,vivaldi,per unit,0.05,0.2,undefined
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,26,IPOF,IPOF,20/08/2021,$10.00,C,$0.03,VIVALDI-OMNI,Per Unit,0.05,0,0,$1.3000,13/8/2021,dsmanik,b,26,ipof,ipof,20/8/2021,10,c,0.03,vivaldi,per unit,0.05,1.3,undefined
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,SLO,26,IPOF,IPOF,19/11/2021,$10.00,C,$0.21,VIVALDI-OMNI,Per Unit,0.05,0,0,$1.3000,13/8/2021,dsmanik,s,26,ipof,ipof,19/11/2021,10,c,0.21,vivaldi,per unit,0.05,1.3,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,6,LUXA,LUXA,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.2400,13/8/2021,dsmanik,s,6,luxa,luxa,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,0.24,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,6,LUXA,LUXA,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$0.3150,13/8/2021,dsmanik,s,6,luxa,luxa,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,0.315,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.0400,13/8/2021,dsmanik,s,1,luxa,luxa,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,0.04,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,4,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.8,0,$(3.0000),13/8/2021,dsmanik,s,4,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-3,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,3,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(2.4000),13/8/2021,dsmanik,s,3,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-2.4,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,6,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(4.8000),13/8/2021,dsmanik,s,6,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-4.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,4,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(3.2000),13/8/2021,dsmanik,s,4,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-3.2,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,4,PIPP,PIPP,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.85,0,$(3.2000),13/8/2021,dsmanik,s,4,pipp,pipp,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,-3.2,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.86,0,$(0.8100),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.81,undefined
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,BYO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.01,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,13/8/2021,dsmanik,b,1,ipof,ipof,20/8/2021,10,c,0.01,vivaldi,per unit,0.05,0.05,undefined
0,8/13/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,19/11/2021,$10.00,C,$0.19,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,13/8/2021,dsmanik,s,1,ipof,ipof,19/11/2021,10,c,0.19,vivaldi,per unit,0.05,0.05,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,3,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,0.85,0,$2.7000,13/8/2021,dsmanik,s,3,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,2.7,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,0.85,0,$0.9000,13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,0.9,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.86,0,$(0.8100),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.81,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,3,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,0.85,0,$2.7000,13/8/2021,dsmanik,s,3,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,2.7,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,3,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,0.85,0,$2.7000,13/8/2021,dsmanik,s,3,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,2.7,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,2,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,0.85,0,$1.8000,13/8/2021,dsmanik,s,2,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,1.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.86,0,$(0.8100),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.81,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.86,0,$(0.8100),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.81,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.8,0,$(0.7500),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.75,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.86,0,$(0.8100),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.81,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.86,0,$(0.8100),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.81,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.86,0,$(0.8100),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.81,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.8,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.86,0,$(0.8100),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.81,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.8,0,$(0.7500),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.75,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,1,PPC,PPC,20/08/2021,$28.00,C,$0.40,HAVENS-OMNI,Per Unit,0.05,-0.86,0,$(0.8100),13/8/2021,dsmanik,s,1,ppc,ppc,20/8/2021,28,c,0.4,havens,per unit,0.05,-0.81,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,19,LUXA,LUXA,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$0.9975,13/8/2021,dsmanik,s,19,luxa,luxa,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,0.9975,undefined
0,8/13/2021,DSmanik,WEX-SWEEP,SLO,5,LUXA,LUXA,15/10/2021,$10.00,C,$0.05,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.2000,13/8/2021,dsmanik,s,5,luxa,luxa,15/10/2021,10,c,0.05,vivaldi,per unit,0.05,0.2,undefined
