Commission Rate,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,WEX Connect Rate,Exch. Fee Rate,Clearing Fee,Total Charge
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,-0.42,0,($0.74)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,-0.25,0,($0.20)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,-0.3,0,($0.50)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,-0.25,0,($0.20)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,-0.42,0,($0.74)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,-0.43,0,($0.38)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,-0.3,0,($0.50)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,-0.43,0,($0.38)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,-0.25,0,($0.20)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,-0.42,0,($0.37)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,-0.25,0,($0.20)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,-0.3,0,($0.25)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,4,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,-0.42,0,($1.48)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,-0.3,0,($0.25)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,3,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,-0.42,0,($1.11)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,3,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,-0.43,0,($1.14)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,-0.25,0,($0.20)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,3,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,-0.25,0,($0.60)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,3,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,-0.25,0,($0.60)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,-0.25,0,($0.20)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,3,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,-0.3,0,($0.75)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,9,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,0.43,0,$4.32 
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,6,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,0.43,0,$2.88 
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,8,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.33 ,GABELLI,Per Unit,0,0.43,0,$3.84 
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,4,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.34 ,GABELLI,Per Unit,0,-0.42,0,($1.48)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.34 ,GABELLI,Per Unit,0,-0.3,0,($0.25)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.34 ,GABELLI,Per Unit,0,-0.42,0,($0.37)
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.25 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.25 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.25 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.25 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.25 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.15 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,6,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.30 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.15 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.25 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.25 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.25 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.25 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.15 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,6,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.30 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.15 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.15 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.15 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,6,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.30 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.25 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.15 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,5,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.25 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.15 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,7,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.35 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.56 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.15 
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.34 ,GABELLI,Per Unit,0,-0.42,0,($0.74)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.34 ,GABELLI,Per Unit,0,-0.3,0,($0.50)
0.05,10/15/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.34 ,GABELLI,Per Unit,0,-0.43,0,($0.38)
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,6,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.30 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.15 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,6,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.30 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,9,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.45 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.15 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.15 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,6,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.30 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.57 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,0,$0.15 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,4,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,0,$0.15 
0.05,10/15/2021,DSmanik,ISE-OPT,SLO,1,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,3,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,0,$0.15 
0.05,10/15/2021,DSmanik,CBOE-OPT,SLO,2,MU,MU,11/12/2021,$67.00 ,P,$1.58 ,CITI,Per Unit,0,0,0,$0.10 
