Clearing Fee,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,Exch\. Fee Rate,WEX Connect Rate,Total Charge,groupsSeparated,key
0,8/26/2021,DSmanik,CBOE-OPT,BYO,16,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.8000,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,17,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.8500,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,4,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.2000,undefined,undefined
0,8/26/2021,DSmanik,ISE-OPT,BYO,13,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.6500,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,12,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.6000,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,11,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.5500,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,8,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.4000,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,1,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.0500,undefined,undefined
0,8/26/2021,DSmanik,ISE-OPT,BYO,1,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.0500,undefined,undefined
0,8/26/2021,DSmanik,ISE-OPT,BYO,7,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.3500,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,1,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.0500,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,10,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.5000,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,11,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.5500,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,3,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1500,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,46,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$2.3000,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,4,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.2000,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000,undefined,undefined
0,8/26/2021,DSmanik,ISE-OPT,BYO,5,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.2500,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,6,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.3000,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,5,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.2500,undefined,undefined
0,8/26/2021,DSmanik,ISE-OPT,BYO,5,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.2500,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,1,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.0500,undefined,undefined
0,8/26/2021,DSmanik,ISE-OPT,BYO,1,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.0500,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,14,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.7000,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,15,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.7500,undefined,undefined
0,8/26/2021,DSmanik,ISE-OPT,BYO,1,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.0500,undefined,undefined
0,8/26/2021,DSmanik,ISE-OPT,BYO,1,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.0500,undefined,undefined
0,8/26/2021,DSmanik,ISE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,25,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$1.2500,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,1,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.0500,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,7,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.3500,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000,undefined,undefined
0,8/26/2021,DSmanik,ISE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000,undefined,undefined
0,8/26/2021,DSmanik,ISE-OPT,BYO,7,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.3500,undefined,undefined
0,8/26/2021,DSmanik,ISE-OPT,BYO,2,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1000,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,5,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.2500,undefined,undefined
0,8/26/2021,DSmanik,ISE-OPT,BYO,14,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.7000,undefined,undefined
0,8/26/2021,DSmanik,ISE-OPT,BYO,8,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.4000,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,8,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.4000,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,17,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.8500,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,4,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.2000,undefined,undefined
0,8/26/2021,DSmanik,ISE-OPT,BYO,10,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.5000,undefined,undefined
0,8/26/2021,DSmanik,ISE-OPT,BYO,11,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.5500,undefined,undefined
0,8/26/2021,DSmanik,ISE-OPT,BYO,12,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.6000,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,1,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.0500,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,4,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.2000,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,3,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.1500,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,6,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.3000,undefined,undefined
0,8/26/2021,DSmanik,CBOE-OPT,BYO,6,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.3000,undefined,undefined
0,8/26/2021,DSmanik,ISE-OPT,BYO,6,HPQ,HPQ,17/09/2021,$27.00,P,$0.48,CITI,Per Unit,0.05,0,0,$0.3000,undefined,undefined
