Clearing Fee,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,WEX Connect Rate,Exch\. Fee Rate,Total Charge,modifiedTotalCharge,removed,targetId
0,06/09/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.55,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282872
0,06/09/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.55,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,282872
0,06/09/2021,DSmanik,WEX-SWEEP,SLO,4,IPOF,IPOF,20/08/2021,$10.00,C,$0.55,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.2100,0.21,undefined,282872
0,06/09/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.55,VIVALDI-OMNI,Per Unit,0.05,0,-0.43,$(0.3800),-0.38,undefined,282872
0,06/09/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.55,VIVALDI-OMNI,Per Unit,0.05,0,-0.42,$(0.3700),-0.37,undefined,282872
0,06/09/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.55,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.0525,0.0525,undefined,282872
0,06/09/2021,DSmanik,WEX-SWEEP,SLO,4,IPOF,IPOF,20/08/2021,$10.00,C,$0.55,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.2000,0.2,undefined,282872
0,06/09/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.55,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,0.05,undefined,282872
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,50,IPOF,IPOF,20/08/2021,$10.00,C,$0.60,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(10.0000),-10,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,16,IPOF,IPOF,20/08/2021,$10.00,C,$0.55,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.8000,0.8,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,34,IPOF,IPOF,20/08/2021,$10.00,C,$0.55,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$1.7850,1.785,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.55,VIVALDI-OMNI,Per Unit,0.05,0,0.48,$0.5300,0.53,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,-0.43,$(0.3800),-0.38,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,-0.42,$(0.3700),-0.37,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,-0.3,$(0.2500),-0.25,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,16,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.8000,0.8,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,34,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$1.7850,1.785,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,50,IPOF,IPOF,20/08/2021,$10.00,C,$0.60,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(10.0000),-10,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,0.49,$0.5400,0.54,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,4,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,0.49,$2.1600,2.16,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,3,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,0.49,$1.6200,1.62,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,0.49,$0.5400,0.54,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,4,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,0.49,$2.1600,2.16,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,3,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,0.49,$1.6200,1.62,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,3,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,0.49,$1.6200,1.62,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,0.49,$1.0800,1.08,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,0.49,$0.5400,0.54,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,0.49,$0.5400,0.54,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.57,VIVALDI-OMNI,Per Unit,0.05,0,-0.42,$(0.3700),-0.37,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.57,VIVALDI-OMNI,Per Unit,0.05,0,-0.43,$(0.3800),-0.38,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.57,VIVALDI-OMNI,Per Unit,0.05,0,-0.42,$(0.3700),-0.37,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.57,VIVALDI-OMNI,Per Unit,0.05,0,-0.3,$(0.2500),-0.25,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.57,VIVALDI-OMNI,Per Unit,0.05,0,-0.43,$(0.3800),-0.38,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.57,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.57,VIVALDI-OMNI,Per Unit,0.05,0,0.49,$0.5400,0.54,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,0.49,$1.0800,1.08,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,8,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.4000,0.4,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,17,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.8925,0.8925,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,6,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,0.49,$3.2400,3.24,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,3,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,0.49,$1.6200,1.62,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,4,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,0.49,$2.1600,2.16,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,25,IPOF,IPOF,20/08/2021,$10.00,C,$0.60,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(5.0000),-5,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,0.49,$1.0800,1.08,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,0.48,$0.5300,0.53,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,5,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,0.37,$2.1000,2.1,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,3,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.1500,0.15,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,-0.43,$(0.3800),-0.38,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,-0.42,$(0.3700),-0.37,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,-0.3,$(0.2500),-0.25,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.56,VIVALDI-OMNI,Per Unit,0.05,0,-0.3,$(0.2500),-0.25,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,20/08/2021,$10.00,C,$0.55,VIVALDI-OMNI,Per Unit,0.05,0,0.5,$1.1000,1.1,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.54,VIVALDI-OMNI,Per Unit,0.05,0,0.49,$0.5400,0.54,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.53,VIVALDI-OMNI,Per Unit,0.05,0,-0.42,$(0.3700),-0.37,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,20/08/2021,$10.00,C,$0.53,VIVALDI-OMNI,Per Unit,0.05,0,-0.42,$(0.7400),-0.74,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.53,VIVALDI-OMNI,Per Unit,0.05,0,-0.3,$(0.2500),-0.25,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,20/08/2021,$10.00,C,$0.52,VIVALDI-OMNI,Per Unit,0.05,0,-0.01,$0.0800,0.08,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,4,IPOF,IPOF,20/08/2021,$10.00,C,$0.52,VIVALDI-OMNI,Per Unit,0.05,0,0.48,$2.1200,2.12,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,20/08/2021,$10.00,C,$0.52,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.1000,0.1,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,20/08/2021,$10.00,C,$0.52,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.1000,0.1,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,6,IPOF,IPOF,20/08/2021,$10.00,C,$0.52,VIVALDI-OMNI,Per Unit,0.05,0,0.48,$3.1800,3.18,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.52,VIVALDI-OMNI,Per Unit,0.05,0,0.48,$0.5300,0.53,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.52,VIVALDI-OMNI,Per Unit,0.05,0,0.48,$0.5300,0.53,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,8,IPOF,IPOF,20/08/2021,$10.00,C,$0.52,VIVALDI-OMNI,Per Unit,0.05,0,0.48,$4.2400,4.24,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.52,VIVALDI-OMNI,Per Unit,0.05,0,0.5,$0.5500,0.55,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.52,VIVALDI-OMNI,Per Unit,0.05,0,0.48,$0.5300,0.53,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.51,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.0500,0.05,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,17,IPOF,IPOF,20/08/2021,$10.00,C,$0.51,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.8925,0.8925,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,11,IPOF,IPOF,20/08/2021,$10.00,C,$0.51,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.5775,0.5775,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,8,IPOF,IPOF,20/08/2021,$10.00,C,$0.51,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.4200,0.42,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,5,IPOF,IPOF,20/08/2021,$10.00,C,$0.51,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.2625,0.2625,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,3,IPOF,IPOF,20/08/2021,$10.00,C,$0.51,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.1575,0.1575,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,2,IPOF,IPOF,20/08/2021,$10.00,C,$0.51,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.1050,0.105,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.51,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.0525,0.0525,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.51,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.0525,0.0525,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.51,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.0525,0.0525,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.51,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.0525,0.0525,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,20/08/2021,$10.00,C,$0.46,VIVALDI-OMNI,Per Unit,0.05,0,-0.43,$(0.7600),-0.76,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,20/08/2021,$10.00,C,$0.46,VIVALDI-OMNI,Per Unit,0.05,0,-0.3,$(0.5000),-0.5,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.46,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.46,VIVALDI-OMNI,Per Unit,0.05,0,-0.42,$(0.3700),-0.37,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.46,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.46,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.46,VIVALDI-OMNI,Per Unit,0.05,0,-0.43,$(0.3800),-0.38,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.46,VIVALDI-OMNI,Per Unit,0.05,0,-0.3,$(0.2500),-0.25,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,3,IPOF,IPOF,20/08/2021,$10.00,C,$0.46,VIVALDI-OMNI,Per Unit,0.05,0,0.48,$1.5900,1.59,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,7,IPOF,IPOF,20/08/2021,$10.00,C,$0.46,VIVALDI-OMNI,Per Unit,0.05,0,0.48,$3.7100,3.71,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,7,IPOF,IPOF,20/08/2021,$10.00,C,$0.46,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.3675,0.3675,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.46,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.0525,0.0525,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.46,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.0525,0.0525,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.47,VIVALDI-OMNI,Per Unit,0.05,0,-0.43,$(0.3800),-0.38,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.47,VIVALDI-OMNI,Per Unit,0.05,0,-0.42,$(0.3700),-0.37,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.47,VIVALDI-OMNI,Per Unit,0.05,0,-0.43,$(0.3800),-0.38,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.47,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.47,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.47,VIVALDI-OMNI,Per Unit,0.05,0,-0.43,$(0.3800),-0.38,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.48,VIVALDI-OMNI,Per Unit,0.05,0,-0.43,$(0.3800),-0.38,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.48,VIVALDI-OMNI,Per Unit,0.05,0,-0.42,$(0.3700),-0.37,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.48,VIVALDI-OMNI,Per Unit,0.05,0,-0.3,$(0.2500),-0.25,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,20/08/2021,$10.00,C,$0.48,VIVALDI-OMNI,Per Unit,0.05,0,-0.43,$(0.7600),-0.76,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.48,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.48,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.48,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.48,VIVALDI-OMNI,Per Unit,0.05,0,-0.42,$(0.3700),-0.37,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.48,VIVALDI-OMNI,Per Unit,0.05,0,-0.3,$(0.2500),-0.25,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,17,IPOF,IPOF,20/08/2021,$10.00,C,$0.48,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.8925,0.8925,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.48,VIVALDI-OMNI,Per Unit,0.05,0,-0.43,$(0.3800),-0.38,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.48,VIVALDI-OMNI,Per Unit,0.05,0,0.48,$0.5300,0.53,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.48,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.0525,0.0525,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.48,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.0525,0.0525,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,11,IPOF,IPOF,20/08/2021,$10.00,C,$0.50,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.5775,0.5775,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,8,IPOF,IPOF,20/08/2021,$10.00,C,$0.49,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.4200,0.42,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,11,IPOF,IPOF,20/08/2021,$10.00,C,$0.49,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(2.2000),-2.2,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.49,VIVALDI-OMNI,Per Unit,0.05,0,0.0025,$0.0525,0.0525,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,2,IPOF,IPOF,20/08/2021,$10.00,C,$0.48,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(0.4000),-0.4,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP-SPRD,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.50,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.49,VIVALDI-OMNI,Per Unit,0.05,0,0.49,$0.5400,0.54,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.49,VIVALDI-OMNI,Per Unit,0.05,0,0.48,$0.5300,0.53,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.49,VIVALDI-OMNI,Per Unit,0.05,0,0.49,$0.5400,0.54,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.49,VIVALDI-OMNI,Per Unit,0.05,0,0.49,$0.5400,0.54,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.49,VIVALDI-OMNI,Per Unit,0.05,0,0.49,$0.5400,0.54,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,3,IPOF,IPOF,20/08/2021,$10.00,C,$0.49,VIVALDI-OMNI,Per Unit,0.05,0,0.49,$1.6200,1.62,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,5,IPOF,IPOF,20/08/2021,$10.00,C,$0.49,VIVALDI-OMNI,Per Unit,0.05,0,0.49,$2.7000,2.7,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.49,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.49,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.49,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,20/08/2021,$10.00,C,$0.49,VIVALDI-OMNI,Per Unit,0.05,0,-0.3,$(0.5000),-0.5,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,20/08/2021,$10.00,C,$0.49,VIVALDI-OMNI,Per Unit,0.05,0,-0.43,$(0.7600),-0.76,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,20/08/2021,$10.00,C,$0.49,VIVALDI-OMNI,Per Unit,0.05,0,-0.25,$(0.2000),-0.2,undefined,283212
0,06/10/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,20/08/2021,$10.00,C,$0.49,VIVALDI-OMNI,Per Unit,0.05,0,-0.42,$(0.7400),-0.74,undefined,283212
